symbol,score,tags,close
RAJOOENG.NS,40,"ABSORPTION,PHASE_D",67.7300033569336
RAJSREESUG.NS,40,"ABSORPTION,PHASE_D",34.84000015258789
PFC.NS,40,"ABSORPTION,PHASE_D",470.2999877929688
PHOENIXLTD.NS,40,"ABSORPTION,PHASE_D",1809.4000244140625
PITTIENG.NS,40,"ABSORPTION,PHASE_D",920.5999755859376
PNGJL.NS,40,"ABSORPTION,PHASE_D",673.6500244140625
POLICYBZR.NS,40,"ABSORPTION,PHASE_D",1625.800048828125
POLYMED.NS,40,"ABSORPTION,PHASE_D",1473.199951171875
CGCL.NS,40,"ABSORPTION,PHASE_D",187.2100067138672
CMSINFO.NS,40,"ABSORPTION,PHASE_D",317.79998779296875
COASTCORP.NS,40,"ABSORPTION,PHASE_D",53.68000030517578
POWERGRID.NS,40,"ABSORPTION,PHASE_D",319.75
POWERINDIA.NS,40,"ABSORPTION,PHASE_D",30335.0
POWERMECH.NS,40,"ABSORPTION,PHASE_D",2491.39990234375
PPL.NS,40,"ABSORPTION,PHASE_D",221.42999267578125
PRAENG.NS,40,"ABSORPTION,PHASE_D",25.190000534057617
PRAKASH.NS,40,"ABSORPTION,PHASE_D",141.52000427246094
PRECWIRE.NS,40,"ABSORPTION,PHASE_D",395.6499938964844
BDL.NS,40,"ABSORPTION,PHASE_D",1380.199951171875
BELRISE.NS,40,"ABSORPTION,PHASE_D",222.1300048828125
SHRIPISTON.NS,40,"ABSORPTION,PHASE_D",3591.60009765625
SHRIRAMPPS.NS,40,"ABSORPTION,PHASE_D",86.13999938964844
SIYSIL.NS,40,"ABSORPTION,PHASE_D",576.0499877929688
SKYGOLD.NS,40,"ABSORPTION,PHASE_D",421.3999938964844
BAJAJHFL.NS,40,"ABSORPTION,PHASE_D",91.51000213623048
BAJAJHIND.NS,40,"ABSORPTION,PHASE_D",19.21999931335449
BAJEL.NS,40,"ABSORPTION,PHASE_D",180.69000244140625
BALAMINES.NS,40,"ABSORPTION,PHASE_D",1223.5
BALAXI.NS,40,"ABSORPTION,PHASE_D",27.459999084472656
BALKRISHNA.NS,40,"ABSORPTION,PHASE_D",18.68000030517578
COCHINSHIP.NS,40,"ABSORPTION,PHASE_D",1583.0999755859375
CONCOR.NS,40,"ABSORPTION,PHASE_D",515.7000122070312
CROMPTON.NS,40,"ABSORPTION,PHASE_D",261.3699951171875
PAYTM.NS,40,"ABSORPTION,PHASE_D",1162.1500244140625
NITINSPIN.NS,40,"ABSORPTION,PHASE_D",418.3999938964844
NIVABUPA.NS,40,"ABSORPTION,PHASE_D",80.05000305175781
NMDC.NS,40,"ABSORPTION,PHASE_D",88.58999633789062
NOCIL.NS,40,"ABSORPTION,PHASE_D",177.47999572753906
CUMMINSIND.NS,40,"ABSORPTION,PHASE_D",5211.7998046875
DALMIASUG.NS,40,"ABSORPTION,PHASE_D",402.5499877929688
DBL.NS,40,"ABSORPTION,PHASE_D",457.2999877929688
NRL.NS,40,"ABSORPTION,PHASE_D",56.41999816894531
NSLNISP.NS,40,"ABSORPTION,PHASE_D",42.369998931884766
NTPCGREEN.NS,40,"ABSORPTION,PHASE_D",113.55999755859376
OBEROIRLTY.NS,40,"ABSORPTION,PHASE_D",1733.5999755859375
OLECTRA.NS,40,"ABSORPTION,PHASE_D",1223.0999755859375
ONEPOINT.NS,40,"ABSORPTION,PHASE_D",54.59000015258789
ONESOURCE.NS,40,"ABSORPTION,PHASE_D",1611.0
ONGC.NS,40,"ABSORPTION,PHASE_D",283.6499938964844
PAKKA.NS,40,"ABSORPTION,PHASE_D",99.4499969482422
DEEPINDS.NS,40,"ABSORPTION,PHASE_D",478.7999877929688
