date,adj close,close,high,low,open,volume
2023-04-17,24.399999618530273,24.399999618530273,24.950000762939453,23.850000381469727,24.25,14708
2023-04-18,24.049999237060547,24.049999237060547,25.200000762939453,23.899999618530273,24.399999618530273,9293
2023-04-19,24.149999618530273,24.149999618530273,24.700000762939453,23.799999237060547,24.049999237060547,3905
2023-04-20,23.850000381469727,23.850000381469727,24.799999237060547,22.899999618530273,24.149999618530273,9721
2023-04-21,24.100000381469727,24.100000381469727,24.799999237060547,23.5,24.350000381469727,4489
2023-04-24,23.899999618530273,23.899999618530273,24.299999237060547,23.200000762939453,24.25,3984
2023-04-25,23.899999618530273,23.899999618530273,24.25,23.850000381469727,23.850000381469727,4163
2023-04-26,23.5,23.5,23.899999618530273,23.0,23.899999618530273,5487
2023-04-27,23.850000381469727,23.850000381469727,24.5,22.899999618530273,23.149999618530273,10435
2023-04-28,23.899999618530273,23.899999618530273,24.299999237060547,23.5,23.799999237060547,5559
2023-05-02,24.049999237060547,24.049999237060547,25.5,24.0,24.350000381469727,11630
2023-05-03,23.600000381469727,23.600000381469727,24.399999618530273,23.399999618530273,24.049999237060547,4451
2023-05-04,23.600000381469727,23.600000381469727,24.450000762939453,23.049999237060547,24.049999237060547,4960
2023-05-05,23.399999618530273,23.399999618530273,24.299999237060547,22.75,23.600000381469727,12199
2023-05-08,22.950000762939453,22.950000762939453,24.0,21.600000381469727,23.600000381469727,14674
2023-05-09,22.399999618530273,22.399999618530273,22.950000762939453,22.049999237060547,22.950000762939453,7926
2023-05-10,22.149999618530273,22.149999618530273,22.850000381469727,21.75,22.399999618530273,3187
2023-05-11,21.700000762939453,21.700000762939453,22.899999618530273,20.25,22.350000381469727,32996
2023-05-12,23.299999237060547,23.299999237060547,23.850000381469727,21.700000762939453,21.700000762939453,36346
2023-05-15,23.0,23.0,24.700000762939453,22.649999618530273,23.5,26241
2023-05-16,22.799999237060547,22.799999237060547,23.600000381469727,22.5,23.600000381469727,11301
2023-05-17,22.75,22.75,23.25,22.399999618530273,23.0,5772
2023-05-18,22.950000762939453,22.950000762939453,23.350000381469727,22.399999618530273,22.75,12178
2023-05-19,22.700000762939453,22.700000762939453,23.399999618530273,22.649999618530273,22.649999618530273,9793
2023-05-22,22.200000762939453,22.200000762939453,23.100000381469727,22.0,23.100000381469727,10545
2023-05-23,21.549999237060547,21.549999237060547,22.450000762939453,21.100000381469727,22.450000762939453,12579
2023-05-24,21.149999618530273,21.149999618530273,22.299999237060547,21.0,22.149999618530273,12940
2023-05-25,21.850000381469727,21.850000381469727,22.0,21.149999618530273,21.75,8172
2023-05-26,22.399999618530273,22.399999618530273,22.75,21.299999237060547,22.299999237060547,16828
2023-05-29,22.75,22.75,23.950000762939453,22.299999237060547,23.950000762939453,6907
2023-05-30,22.350000381469727,22.350000381469727,23.100000381469727,22.200000762939453,22.75,11256
2023-05-31,22.700000762939453,22.700000762939453,23.0,22.100000381469727,22.75,6923
2023-06-01,23.200000762939453,23.200000762939453,23.350000381469727,22.0,22.149999618530273,22045
2023-06-02,22.950000762939453,22.950000762939453,23.399999618530273,22.25,23.399999618530273,17654
2023-06-05,22.799999237060547,22.799999237060547,23.5,22.649999618530273,23.5,5841
2023-06-06,21.899999618530273,21.899999618530273,22.799999237060547,21.600000381469727,22.149999618530273,33527
2023-06-07,20.850000381469727,20.850000381469727,22.399999618530273,20.799999237060547,22.399999618530273,24649
2023-06-08,21.850000381469727,21.850000381469727,21.850000381469727,20.799999237060547,21.299999237060547,13538
2023-06-09,21.299999237060547,21.299999237060547,21.799999237060547,20.75,21.799999237060547,36221
2023-06-12,20.799999237060547,20.799999237060547,22.0,20.25,21.299999237060547,29498
2023-06-13,21.600000381469727,21.600000381469727,21.799999237060547,20.200000762939453,20.799999237060547,22782
2023-06-14,21.200000762939453,21.200000762939453,21.450000762939453,20.799999237060547,20.799999237060547,2128
2023-06-15,20.25,20.25,21.649999618530273,20.149999618530273,20.850000381469727,19949
2023-06-16,21.200000762939453,21.200000762939453,21.25,20.600000381469727,20.950000762939453,17774
2023-06-19,21.200000762939453,21.200000762939453,21.600000381469727,20.149999618530273,21.5,10624
2023-06-20,20.899999618530273,20.899999618530273,21.600000381469727,20.75,21.600000381469727,4120
2023-06-21,20.700000762939453,20.700000762939453,21.149999618530273,20.299999237060547,20.600000381469727,16230
2023-06-22,20.299999237060547,20.299999237060547,21.200000762939453,20.299999237060547,21.149999618530273,5173
