date,adj close,close,high,low,open,volume
2023-04-17,54.75646209716797,56.5,56.70000076293945,54.0,54.04999923706055,13129
2023-04-18,55.14411926269531,56.900001525878906,58.45000076293945,55.45000076293945,57.79999923706055,9315
2023-04-19,53.69041061401367,55.400001525878906,57.900001525878906,54.400001525878906,57.900001525878906,5523
2023-04-20,51.75212860107422,53.400001525878906,56.900001525878906,52.0,56.900001525878906,10553
2023-04-21,49.862300872802734,51.45000076293945,54.29999923706055,50.54999923706055,53.45000076293945,6925
2023-04-24,49.8138427734375,51.400001525878906,53.900001525878906,51.0,53.900001525878906,7488
2023-04-25,51.412925720214844,53.04999923706055,53.900001525878906,51.45000076293945,52.849998474121094,7407
2023-04-26,51.80058288574219,53.45000076293945,55.04999923706055,51.04999923706055,55.04999923706055,38616
2023-04-27,54.41726303100586,56.150001525878906,56.900001525878906,52.650001525878906,54.5,38734
2023-04-28,56.452457427978516,58.25,59.900001525878906,56.75,56.79999923706055,29160
2023-05-02,57.90616989135742,59.75,60.400001525878906,57.29999923706055,58.25,16469
2023-05-03,55.24103546142578,57.0,59.75,56.400001525878906,59.75,11269
2023-05-04,52.866634368896484,54.54999923706055,58.0,53.75,58.0,13487
2023-05-05,52.13977813720703,53.79999923706055,56.349998474121094,52.29999923706055,55.650001525878906,33861
2023-05-08,55.28948974609375,57.04999923706055,58.900001525878906,54.150001525878906,54.150001525878906,21148
2023-05-09,57.85771179199219,59.70000076293945,60.900001525878906,57.25,60.0,38472
2023-05-10,56.064796447753906,57.849998474121094,61.0,57.5,59.0,16239
2023-05-11,55.7740592956543,57.54999923706055,59.900001525878906,56.099998474121094,57.70000076293945,8087
2023-05-12,55.28948974609375,57.04999923706055,59.70000076293945,56.599998474121094,57.54999923706055,13078
2023-05-15,58.3907356262207,60.25,60.900001525878906,56.20000076293945,57.0,12958
2023-05-16,61.58890914916992,63.54999923706055,71.9000015258789,61.20000076293945,61.5,117343
2023-05-17,60.71668243408203,62.650001525878906,66.0,61.0,66.0,27760
2023-05-18,59.4083366394043,61.29999923706055,63.75,60.5,62.5,9477
2023-05-19,58.4391975402832,60.29999923706055,66.6500015258789,60.0,63.400001525878906,10724
2023-05-22,55.870975494384766,57.650001525878906,63.0,57.04999923706055,63.0,14405
2023-05-23,54.8049201965332,56.54999923706055,60.0,55.349998474121094,60.0,15965
