,Date,Adj close,Close,High,Low,Open,Volume
0,2023-04-24,190.34500122070312,190.34500122070312,192.27499389648438,188.5,191.5,235460
1,2023-04-25,187.8800048828125,187.8800048828125,191.35000610351562,186.51499938964844,191.35000610351562,456880
2,2023-04-26,185.48500061035156,185.48500061035156,188.59500122070312,184.91000366210938,187.10000610351562,405160
3,2023-04-27,185.0500030517578,185.0500030517578,189.0,182.9949951171875,186.4600067138672,453650
4,2023-04-28,183.9949951171875,183.9949951171875,188.375,183.75,186.72500610351562,374840
5,2023-05-02,184.96499633789062,184.96499633789062,188.0,183.02999877929688,184.10000610351562,210620
6,2023-05-03,184.7100067138672,184.7100067138672,187.375,183.60000610351562,185.94000244140625,158680
7,2023-05-04,189.14500427246094,189.14500427246094,190.0,185.1699981689453,186.09500122070312,154230
8,2023-05-05,186.9499969482422,186.9499969482422,190.55499267578125,185.60000610351562,189.11500549316406,159920
9,2023-05-08,186.59500122070312,186.59500122070312,188.72500610351562,185.3249969482422,186.9499969482422,320590
10,2023-05-09,186.11500549316406,186.11500549316406,186.9600067138672,184.74000549316406,186.55499267578125,225050
11,2023-05-10,185.7949981689453,185.7949981689453,187.39500427246094,183.60000610351562,186.99000549316406,225840
12,2023-05-11,192.16000366210938,192.16000366210938,193.0,186.6649932861328,186.77000427246094,363170
13,2023-05-12,192.81500244140625,192.81500244140625,194.0,190.10000610351562,192.5,173990
14,2023-05-15,188.6999969482422,188.6999969482422,192.7949981689453,187.60000610351562,192.2100067138672,217050
15,2023-05-16,192.4250030517578,192.4250030517578,193.5,187.9949951171875,189.09500122070312,227380
16,2023-05-17,195.32000732421875,195.32000732421875,195.89999389648438,190.9550018310547,193.33999633789062,215150
17,2023-05-18,192.08999633789062,192.08999633789062,196.5,190.89999389648438,196.1999969482422,162650
18,2023-05-19,191.85499572753906,191.85499572753906,193.10000610351562,190.49000549316406,192.08999633789062,90610
19,2023-05-22,194.02000427246094,194.02000427246094,195.00999450683594,191.0,191.85499572753906,179450
20,2023-05-23,194.41000366210938,194.41000366210938,197.39999389648438,192.40499877929688,194.02000427246094,211610
21,2023-05-24,193.9149932861328,193.9149932861328,196.6999969482422,192.80499267578125,194.39999389648438,136390
22,2023-05-25,194.9199981689453,194.9199981689453,196.39999389648438,192.3350067138672,192.3350067138672,212690
23,2023-05-26,192.02499389648438,192.02499389648438,194.0,187.86000061035156,189.10000610351562,678110
24,2023-05-29,187.3800048828125,187.3800048828125,192.78500366210938,185.5,192.02499389648438,432050
25,2023-05-30,191.9499969482422,191.9499969482422,192.8000030517578,186.75999450683594,187.5800018310547,477150
26,2023-05-31,193.1999969482422,193.1999969482422,194.8000030517578,190.51499938964844,193.0,339260
27,2023-06-01,195.0850067138672,195.0850067138672,198.0,193.8000030517578,194.22000122070312,474040
28,2023-06-02,195.82000732421875,195.82000732421875,197.8000030517578,195.10000610351562,196.0,171410
29,2023-06-05,197.46499633789062,197.46499633789062,199.27999877929688,195.9949951171875,196.0,244260
30,2023-06-06,198.15499877929688,198.15499877929688,199.5,195.39999389648438,198.5,252080
31,2023-06-07,197.22000122070312,197.22000122070312,201.5,195.52499389648438,198.15499877929688,422370
32,2023-06-08,195.43499755859375,195.43499755859375,198.25999450683594,194.5,197.1999969482422,155870
33,2023-06-09,194.61500549316406,194.61500549316406,198.0449981689453,193.2449951171875,195.43499755859375,141260
34,2023-06-12,194.9499969482422,194.9499969482422,200.44500732421875,192.60000610351562,196.5050048828125,461180
35,2023-06-13,195.43499755859375,195.43499755859375,199.49000549316406,194.73500061035156,194.9550018310547,361020
36,2023-06-14,197.69000244140625,197.69000244140625,199.18499755859375,196.39500427246094,196.4600067138672,273690
37,2023-06-15,205.53500366210938,205.53500366210938,207.8000030517578,198.1999969482422,198.1999969482422,1395540
38,2023-06-16,206.0449981689453,206.0449981689453,208.8000030517578,203.00999450683594,204.39999389648438,541330
39,2023-06-19,204.21499633789062,204.21499633789062,207.44000244140625,202.61500549316406,207.42999267578125,329060
40,2023-06-20,221.92999267578125,221.92999267578125,226.5,203.5,204.8000030517578,2906010
41,2023-06-21,222.6999969482422,222.6999969482422,226.8000030517578,220.5,226.5,951990
42,2023-06-22,222.80499267578125,222.80499267578125,225.1999969482422,218.46499633789062,223.3350067138672,771490
43,2023-06-23,217.59500122070312,217.59500122070312,224.4600067138672,214.61000061035156,222.80499267578125,723670
44,2023-06-26,210.8699951171875,210.8699951171875,214.375,205.55499267578125,213.10000610351562,2196770
45,2023-06-27,218.35000610351562,218.35000610351562,220.0,209.47500610351562,209.8000030517578,1060180
46,2023-06-28,215.51499938964844,215.51499938964844,219.5,214.15499877929688,217.99000549316406,395370
47,2023-06-30,222.50999450683594,222.50999450683594,223.3000030517578,214.5,217.52999877929688,667410
48,2023-07-03,217.5,217.5,225.50999450683594,216.5749969482422,224.0,293040
49,2023-07-04,214.2050018310547,214.2050018310547,223.22000122070312,212.11000061035156,217.5,308130
50,2023-07-05,215.38999938964844,215.38999938964844,217.7949981689453,213.22999572753906,215.3300018310547,245200
51,2023-07-06,213.64500427246094,213.64500427246094,217.31500244140625,213.10000610351562,216.0,190010
52,2023-07-07,220.57000732421875,220.57000732421875,223.1999969482422,213.64500427246094,213.64500427246094,581760
53,2023-07-10,219.22000122070312,219.22000122070312,222.39500427246094,218.5749969482422,220.57000732421875,247380
54,2023-07-11,218.39500427246094,218.39500427246094,221.69000244140625,217.10000610351562,220.3699951171875,206010
55,2023-07-12,213.41000366210938,213.41000366210938,229.72000122070312,211.55499267578125,219.5399932861328,1509790
56,2023-07-13,212.9199981689453,212.9199981689453,218.8000030517578,211.55499267578125,214.2449951171875,513890
57,2023-07-14,213.68499755859375,213.68499755859375,215.99000549316406,212.3300018310547,214.0,218260
58,2023-07-17,217.47000122070312,217.47000122070312,220.0,213.19500732421875,214.80999755859375,462380
59,2023-07-18,221.4199981689453,221.4199981689453,222.39500427246094,216.10499572753906,218.39999389648438,489160
60,2023-07-19,227.1300048828125,227.1300048828125,228.9949951171875,221.4199981689453,223.8000030517578,704760
61,2023-07-20,225.22999572753906,225.22999572753906,231.9149932861328,224.22000122070312,228.60000610351562,541510
62,2023-07-21,223.3350067138672,223.3350067138672,227.60499572753906,220.8000030517578,226.8000030517578,183830
63,2023-07-24,216.22999572753906,216.22999572753906,225.14500427246094,215.5,224.0,280880
64,2023-07-25,224.05499267578125,224.05499267578125,227.5,216.25,216.25,262280
65,2023-07-26,223.0399932861328,223.0399932861328,228.1750030517578,220.98500061035156,225.22999572753906,231890
66,2023-07-27,220.82000732421875,220.82000732421875,224.69500732421875,218.69000244140625,224.39999389648438,267170
67,2023-07-28,219.88499450683594,219.88499450683594,221.7550048828125,217.84500122070312,220.89999389648438,107700
68,2023-07-31,221.86500549316406,221.86500549316406,223.1999969482422,219.0050048828125,219.88499450683594,204110
69,2023-08-01,220.90499877929688,220.90499877929688,224.0,219.10000610351562,223.86000061035156,138920
70,2023-08-02,216.40499877929688,216.40499877929688,222.1999969482422,215.0,221.9949951171875,228420
71,2023-08-03,215.55499267578125,215.55499267578125,218.25,213.5,217.4949951171875,155560
72,2023-08-04,214.60499572753906,214.60499572753906,217.5,213.0,216.69000244140625,159350
73,2023-08-07,211.92999267578125,211.92999267578125,215.89999389648438,211.11000061035156,214.10000610351562,179650
74,2023-08-08,216.64999389648438,216.64999389648438,218.0,211.55499267578125,213.0500030517578,185010
75,2023-08-09,218.80999755859375,218.80999755859375,220.4949951171875,215.86500549316406,217.7899932861328,166880
76,2023-08-10,210.38999938964844,210.38999938964844,220.31500244140625,206.9499969482422,218.80999755859375,575170
77,2023-08-11,212.61000061035156,212.61000061035156,215.89999389648438,211.4550018310547,211.5,254470
78,2023-08-14,210.58999633789062,210.58999633789062,213.47999572753906,202.80499267578125,213.0,293270
79,2023-08-16,209.5500030517578,209.5500030517578,210.89999389648438,205.55999755859375,210.21499633789062,187010
80,2023-08-17,215.875,215.875,217.0,207.5,210.64999389648438,230620
81,2023-08-18,219.06500244140625,219.06500244140625,223.0,213.91000366210938,213.91000366210938,936170
82,2023-08-21,221.0399932861328,221.0399932861328,224.08999633789062,217.07000732421875,223.5,221950
83,2023-08-22,217.91000366210938,217.91000366210938,220.97999572753906,216.1999969482422,219.0050048828125,150100
84,2023-08-23,214.52000427246094,214.52000427246094,219.05499267578125,213.3000030517578,219.05499267578125,155490
85,2023-08-24,210.875,210.875,215.64999389648438,209.63999938964844,215.64999389648438,179060
86,2023-08-25,215.125,215.125,216.89999389648438,210.74000549316406,211.89999389648438,139110
87,2023-08-28,212.58999633789062,212.58999633789062,218.30499267578125,211.60499572753906,216.25999450683594,282140
88,2023-08-29,216.32000732421875,216.32000732421875,217.1999969482422,211.1649932861328,213.1999969482422,124300
89,2023-08-30,217.5050048828125,217.5050048828125,218.39999389648438,215.5,216.32000732421875,112930
90,2023-08-31,218.13999938964844,218.13999938964844,219.5,214.52499389648438,218.60000610351562,215570
91,2023-09-01,219.90499877929688,219.90499877929688,220.5,216.50999450683594,219.49000549316406,134280
92,2023-09-04,222.60000610351562,222.60000610351562,225.68499755859375,219.10000610351562,220.0,315250
93,2023-09-05,223.93499755859375,223.93499755859375,229.22500610351562,220.0050048828125,222.0050048828125,450190
94,2023-09-06,225.6300048828125,225.6300048828125,228.5800018310547,223.40499877929688,228.5800018310547,162970
95,2023-09-07,225.93499755859375,225.93499755859375,227.0,222.11500549316406,226.78500366210938,227220
96,2023-09-08,225.68499755859375,225.68499755859375,230.0,223.2050018310547,226.0,308940
97,2023-09-11,236.6649932861328,236.6649932861328,239.0,226.72000122070312,229.0,786730
98,2023-09-12,228.64500427246094,228.64500427246094,240.9949951171875,224.27999877929688,239.89999389648438,619670
99,2023-09-13,226.11000061035156,226.11000061035156,234.0,222.4949951171875,228.8000030517578,950550
100,2023-09-14,227.0050048828125,227.0050048828125,231.74000549316406,225.26499938964844,228.0,182240
101,2023-09-15,231.8249969482422,231.8249969482422,234.5,226.5050048828125,227.0050048828125,177510
102,2023-09-18,228.47500610351562,228.47500610351562,232.10000610351562,226.89999389648438,231.0,649390
103,2023-09-20,221.9199981689453,221.9199981689453,228.47000122070312,221.5,228.47000122070312,250140
104,2023-09-21,222.39500427246094,222.39500427246094,223.1999969482422,218.7449951171875,222.0,169340
105,2023-09-22,221.82000732421875,221.82000732421875,226.80999755859375,218.125,222.0,228790
106,2023-09-25,226.4499969482422,226.4499969482422,228.5050048828125,221.10499572753906,222.99000549316406,395870
107,2023-09-26,224.9550018310547,224.9550018310547,227.88499450683594,224.10000610351562,225.4499969482422,110010
108,2023-09-27,226.40499877929688,226.40499877929688,228.80499267578125,224.125,225.31500244140625,284490
109,2023-09-28,223.2949981689453,223.2949981689453,227.0,222.10000610351562,227.0,82640
110,2023-09-29,220.19000244140625,220.19000244140625,226.36000061035156,218.0749969482422,224.47000122070312,296850
111,2023-10-03,219.3800048828125,219.3800048828125,222.0,216.8800048828125,220.0,395100
112,2023-10-04,221.03500366210938,221.03500366210938,224.5,217.60000610351562,217.8000030517578,192570
113,2023-10-05,223.31500244140625,223.31500244140625,225.0,221.75,222.1999969482422,119770
114,2023-10-06,222.66000366210938,222.66000366210938,225.14999389648438,219.16000366210938,224.49000549316406,85090
115,2023-10-09,223.80499267578125,223.80499267578125,228.88999938964844,215.0,215.0,249220
116,2023-10-10,221.60499572753906,221.60499572753906,224.2449951171875,220.52000427246094,222.11000061035156,132640
117,2023-10-11,223.64999389648438,223.64999389648438,225.10499572753906,221.5,222.3300018310547,111560
118,2023-10-12,224.97500610351562,224.97500610351562,228.0,221.11500549316406,222.2050018310547,236960
119,2023-10-13,224.98500061035156,224.98500061035156,226.16000366210938,221.8699951171875,226.16000366210938,149420
120,2023-10-16,227.58999633789062,227.58999633789062,230.0,223.25,224.98500061035156,182670
121,2023-10-17,227.43499755859375,227.43499755859375,230.0,226.2050018310547,228.5,116400
122,2023-10-18,225.52499389648438,225.52499389648438,228.85499572753906,222.02999877929688,227.89999389648438,268560
123,2023-10-19,225.14999389648438,225.14999389648438,227.0,222.76499938964844,226.5,65180
124,2023-10-20,229.8300018310547,229.8300018310547,230.9949951171875,224.77499389648438,225.1999969482422,213320
125,2023-10-23,222.0050048828125,222.0050048828125,230.0800018310547,214.0,229.8000030517578,374380
126,2023-10-25,219.05999755859375,219.05999755859375,223.03500366210938,213.6999969482422,217.60000610351562,150810
127,2023-10-26,213.31500244140625,213.31500244140625,219.6999969482422,212.5,219.6999969482422,319780
128,2023-10-27,220.4199981689453,220.4199981689453,223.77999877929688,212.17999267578125,212.17999267578125,360200
129,2023-10-30,221.60000610351562,221.60000610351562,224.47000122070312,215.90499877929688,217.1999969482422,90310
130,2023-10-31,221.3350067138672,221.3350067138672,224.8300018310547,218.60000610351562,222.77000427246094,80560
131,2023-11-01,217.64500427246094,217.64500427246094,222.5,215.60000610351562,222.4949951171875,109360
132,2023-11-02,220.40499877929688,220.40499877929688,222.6999969482422,217.0,218.7899932861328,82730
133,2023-11-03,221.3350067138672,221.3350067138672,224.24000549316406,220.25,221.57000732421875,80700
134,2023-11-06,221.58999633789062,221.58999633789062,223.6999969482422,219.63499450683594,221.74000549316406,66020
135,2023-11-07,225.5800018310547,225.5800018310547,234.5,215.0050048828125,227.60000610351562,598720
136,2023-11-08,227.03500366210938,227.03500366210938,228.39500427246094,220.8000030517578,225.39999389648438,252890
137,2023-11-09,224.38999938964844,224.38999938964844,227.80499267578125,221.89999389648438,225.10000610351562,70080
138,2023-11-10,228.94500732421875,228.94500732421875,230.9550018310547,223.11000061035156,224.60000610351562,119100
139,2023-11-13,228.1649932861328,228.1649932861328,229.6999969482422,226.0,229.6999969482422,92780
140,2023-11-15,224.11000061035156,224.11000061035156,229.84500122070312,221.40499877929688,229.5,176720
141,2023-11-16,227.01499938964844,227.01499938964844,231.48500061035156,223.39999389648438,224.10000610351562,231230
142,2023-11-17,228.97000122070312,228.97000122070312,233.89999389648438,225.2100067138672,228.1999969482422,112130
143,2023-11-20,235.1300048828125,235.1300048828125,239.0,228.14500427246094,229.89999389648438,223390
144,2023-11-21,237.43499755859375,237.43499755859375,239.0,232.56500244140625,236.89999389648438,202370
145,2023-11-22,234.09500122070312,234.09500122070312,238.61000061035156,232.68499755859375,237.0,75340
146,2023-11-23,230.5,230.5,237.66000366210938,228.55499267578125,233.90499877929688,125770
147,2023-11-24,230.125,230.125,232.6649932861328,228.55499267578125,230.5,69990
148,2023-11-28,231.4199981689453,231.4199981689453,233.19000244140625,224.71499633789062,229.5,167790
149,2023-11-29,233.77499389648438,233.77499389648438,235.7449951171875,228.85000610351562,232.60000610351562,136540
150,2023-11-30,233.1999969482422,233.1999969482422,239.0,227.0850067138672,234.0850067138672,224830
151,2023-12-01,245.14500427246094,245.14500427246094,249.47000122070312,233.2949981689453,234.10000610351562,564180
152,2023-12-04,249.89999389648438,249.89999389648438,255.0,246.2949981689453,255.0,760370
153,2023-12-05,247.11000061035156,247.11000061035156,252.17999267578125,244.44000244140625,250.0,217590
154,2023-12-06,242.6699981689453,242.6699981689453,251.1300048828125,239.9949951171875,250.0,200980
155,2023-12-07,235.36000061035156,235.36000061035156,241.19500732421875,233.8000030517578,241.19500732421875,307270
156,2023-12-08,238.42999267578125,238.42999267578125,239.6999969482422,235.2899932861328,237.51499938964844,100000
157,2023-12-11,237.99000549316406,237.99000549316406,240.0,235.39500427246094,238.42999267578125,102280
158,2023-12-12,239.97500610351562,239.97500610351562,242.10000610351562,235.9949951171875,238.99000549316406,115570
159,2023-12-13,242.0850067138672,242.0850067138672,244.39999389648438,229.50999450683594,239.89999389648438,235740
